         Step axial_stra... axial_stre... 
------------- ------------- ------------- 
         Step axial_stra... axial_stre... 
------------- ------------- ------------- 
 7.320000e+03 -1.936887e-04 -1.103649e+07 
 7.330000e+03 -1.943485e-04 -1.108613e+07 
 7.340000e+03 -1.950082e-04 -1.113451e+07 
 7.350000e+03 -1.956679e-04 -1.118120e+07 
 7.360000e+03 -1.963276e-04 -1.122586e+07 
 7.370000e+03 -1.969873e-04 -1.126829e+07 
 7.380000e+03 -1.976471e-04 -1.130841e+07 
 7.390000e+03 -1.983068e-04 -1.134627e+07 
 7.400000e+03 -1.989665e-04 -1.138203e+07 
 7.410000e+03 -1.996262e-04 -1.141590e+07 
 7.420000e+03 -2.002860e-04 -1.144814e+07 
 7.430000e+03 -2.009457e-04 -1.147903e+07 
 7.440000e+03 -2.016054e-04 -1.150886e+07 
 7.450000e+03 -2.022651e-04 -1.153788e+07 
 7.460000e+03 -2.029248e-04 -1.156636e+07 
 7.470000e+03 -2.035846e-04 -1.159453e+07 
 7.480000e+03 -2.042443e-04 -1.162259e+07 
 7.490000e+03 -2.049040e-04 -1.165078e+07 
 7.500000e+03 -2.055637e-04 -1.167934e+07 
 7.510000e+03 -2.062235e-04 -1.170860e+07 
 7.520000e+03 -2.068832e-04 -1.173891e+07 
 7.530000e+03 -2.075429e-04 -1.177064e+07 
 7.540000e+03 -2.082026e-04 -1.180411e+07 
 7.550000e+03 -2.088624e-04 -1.183959e+07 
 7.560000e+03 -2.095221e-04 -1.187724e+07 
 7.570000e+03 -2.101818e-04 -1.191713e+07 
 7.580000e+03 -2.108415e-04 -1.195917e+07 
 7.590000e+03 -2.115012e-04 -1.200315e+07 
 7.600000e+03 -2.121610e-04 -1.204870e+07 
 7.610000e+03 -2.128207e-04 -1.209540e+07 
 7.620000e+03 -2.134804e-04 -1.214274e+07 
 7.630000e+03 -2.141401e-04 -1.219022e+07 
 7.640000e+03 -2.147999e-04 -1.223735e+07 
 7.650000e+03 -2.154596e-04 -1.228370e+07 
 7.660000e+03 -2.161193e-04 -1.232891e+07 
 7.670000e+03 -2.167790e-04 -1.237268e+07 
 7.680000e+03 -2.174388e-04 -1.241484e+07 
 7.690000e+03 -2.180985e-04 -1.245533e+07 
 7.700000e+03 -2.187582e-04 -1.249417e+07 
 7.710000e+03 -2.194179e-04 -1.253146e+07 
 7.720000e+03 -2.200777e-04 -1.256734e+07 
 7.730000e+03 -2.207374e-04 -1.260198e+07 
 7.740000e+03 -2.213971e-04 -1.263556e+07 
 7.750000e+03 -2.220568e-04 -1.266826e+07 
 7.760000e+03 -2.227166e-04 -1.270027e+07 
 7.770000e+03 -2.233763e-04 -1.273175e+07 
 7.780000e+03 -2.240360e-04 -1.276286e+07 
 7.790000e+03 -2.246958e-04 -1.279375e+07 
 7.800000e+03 -2.253555e-04 -1.282457e+07 
 7.810000e+03 -2.260152e-04 -1.285549e+07 
 7.820000e+03 -2.266749e-04 -1.288669e+07 
 7.830000e+03 -2.273347e-04 -1.291840e+07 
 7.840000e+03 -2.279944e-04 -1.295087e+07 
 7.850000e+03 -2.286541e-04 -1.298435e+07 
 7.860000e+03 -2.293138e-04 -1.301907e+07 
 7.870000e+03 -2.299736e-04 -1.305525e+07 
 7.880000e+03 -2.306333e-04 -1.309300e+07 
 7.890000e+03 -2.312930e-04 -1.313232e+07 
 7.900000e+03 -2.319528e-04 -1.317311e+07 
 7.910000e+03 -2.326125e-04 -1.321517e+07 
 7.920000e+03 -2.332722e-04 -1.325823e+07 
 7.930000e+03 -2.339319e-04 -1.330194e+07 
 7.940000e+03 -2.345917e-04 -1.334595e+07 
 7.950000e+03 -2.352514e-04 -1.338992e+07 
