Strain,Stress,Elastic Modulus(GPa)
0.0,0.0,4.356776450618155
0.0,448.1803197467234,4.356776450618155
0.0,448.1803197467234,4.356776450618155
0.0,901.4535976724583,4.356776450618155
6.499999999999995e-06,901.4535976724583,4.356776450618155
6.499999999999995e-06,1354.7268755982514,4.356776450618155
6.499999999999995e-06,2261.273431449663,4.356776450618155
6.499999999999995e-06,2714.5467093753396,4.356776450618155
6.499999999999995e-06,3616.000307047856,4.356776450618155
6.499999999999995e-06,3167.8199873010744,4.356776450618155
6.499999999999995e-06,4069.273584973591,4.356776450618155
1.2999999999999882e-05,4522.546862899268,4.356776450618155
1.2999999999999882e-05,4975.820140825002,4.356776450618155
1.2999999999999882e-05,4975.820140825002,4.356776450618155
1.9499999999999878e-05,5429.093418750737,4.356776450618155
1.9499999999999878e-05,5882.366696676414,4.356776450618155
1.9499999999999878e-05,6783.8202943489305,4.356776450618155
1.9499999999999878e-05,6330.547016423196,4.356776450618155
2.5999999999999873e-05,6783.8202943489305,4.356776450618155
2.5999999999999873e-05,6783.8202943489305,4.356776450618155
2.5999999999999873e-05,7237.093572274665,4.356776450618155
3.249999999999987e-05,7237.093572274665,4.356776450618155
3.249999999999987e-05,7690.3668502004,4.356776450618155
3.899999999999997e-05,8143.640128126077,4.356776450618155
3.899999999999997e-05,8143.640128126077,4.356776450618155
3.899999999999997e-05,8143.640128126077,4.356776450618155
4.549999999999997e-05,8596.913406051754,4.356776450618155
4.549999999999997e-05,9045.093725798593,4.356776450618155
4.549999999999997e-05,9498.36700372427,4.356776450618155
5.199999999999996e-05,9498.36700372427,4.356776450618155
5.199999999999996e-05,9498.36700372427,4.356776450618155
5.8599999999999907e-05,10404.913559575682,4.356776450618155
5.8599999999999907e-05,10858.186837501416,4.356776450618155
5.8599999999999907e-05,10404.913559575682,4.356776450618155
6.510000000000001e-05,10858.186837501416,4.356776450618155
6.510000000000001e-05,10858.186837501416,4.356776450618155
7.16e-05,11311.46011542721,4.356776450618155
7.16e-05,11759.640435173933,4.356776450618155
7.16e-05,11759.640435173933,4.356776450618155
7.809999999999989e-05,11759.640435173933,4.356776450618155
7.809999999999989e-05,11759.640435173933,4.356776450618155
8.459999999999989e-05,12212.913713099668,4.356776450618155
8.459999999999989e-05,12212.913713099668,4.356776450618155
8.459999999999989e-05,12212.913713099668,4.356776450618155
9.109999999999988e-05,12666.186991025403,4.356776450618155
9.109999999999988e-05,13119.46026895108,4.356776450618155
9.759999999999988e-05,13572.733546876814,4.356776450618155
9.759999999999988e-05,13572.733546876814,4.356776450618155
9.759999999999988e-05,14026.00682480249,4.356776450618155
0.00010409999999999987,14026.00682480249,4.356776450618155
0.00010409999999999987,14026.00682480249,4.356776450618155
0.00011059999999999998,14474.18714454933,4.356776450618155
0.00011059999999999998,14026.00682480249,4.356776450618155
0.00011059999999999998,14474.18714454933,4.356776450618155
0.00011719999999999992,14474.18714454933,4.356776450618155
0.00011719999999999992,14927.460422475007,4.356776450618155
0.00012369999999999992,14927.460422475007,4.356776450618155
0.00012369999999999992,14474.18714454933,4.356776450618155
0.00012369999999999992,14927.460422475007,4.356776450618155
0.0001301999999999999,15380.733700400684,4.356776450618155
0.0001301999999999999,14927.460422475007,4.356776450618155
0.0001366999999999999,14927.460422475007,4.356776450618155
0.0001366999999999999,14927.460422475007,4.356776450618155
0.0001431999999999999,15834.006978326477,4.356776450618155
0.0001431999999999999,15834.006978326477,4.356776450618155
0.0001431999999999999,14927.460422475007,4.356776450618155
0.0001496999999999999,15380.733700400684,4.356776450618155
0.0001496999999999999,15834.006978326477,4.356776450618155
0.0001561999999999999,15380.733700400684,4.356776450618155
0.0001561999999999999,15834.006978326477,4.356776450618155
0.0001561999999999999,15380.733700400684,4.356776450618155
0.0001626999999999999,15834.006978326477,4.356776450618155
0.0001626999999999999,15834.006978326477,4.356776450618155
0.00016919999999999988,15834.006978326477,4.356776450618155
0.00016919999999999988,15834.006978326477,4.356776450618155
0.00016919999999999988,15834.006978326477,4.356776450618155
0.00017569999999999988,16287.280256252154,4.356776450618155
0.00017569999999999988,17188.73385392467,4.356776450618155
0.00018229999999999993,17188.73385392467,4.356776450618155
0.00018229999999999993,17642.007131850405,4.356776450618155
0.00018229999999999993,18548.553687701817,4.356776450618155
0.00018879999999999993,18548.553687701817,4.356776450618155
0.00018879999999999993,19903.280563300068,4.356776450618155
0.00019529999999999992,20356.553841225745,4.356776450618155
0.00019529999999999992,22169.646952928626,4.356776450618155
0.00019529999999999992,22169.646952928626,4.356776450618155
0.00020179999999999992,23524.37382852682,4.356776450618155
0.00020179999999999992,24884.193662303966,4.356776450618155
0.0002082999999999999,27145.46709375363,4.356776450618155
0.0002082999999999999,28953.467247277615,4.356776450618155
0.0002082999999999999,32121.28723457869,4.356776450618155
0.0002147999999999999,36643.83409747796,4.356776450618155
0.0002147999999999999,41624.74719648191,4.356776450618155
0.0002212999999999999,47502.02093497943,4.356776450618155
0.0002212999999999999,52936.207311909064,4.356776450618155
0.0002277999999999999,58365.30073065992,4.356776450618155
0.0002277999999999999,62887.84759355913,4.356776450618155
0.0002277999999999999,66957.12117853278,4.356776450618155
0.0002342999999999999,72386.21459728334,4.356776450618155
